,Address,Latitude,Longitude
1207,"""15 Avenue du Bignon, 78620 L'Étang-la-Ville, France""",48.86976,2.053681
1208,"""84 Route de Saint-Nom, 78620 L'Étang-la-Ville, France""",48.8696032,2.0562287
1209,"""11 Ruelle des Marais, 78620 L'Étang-la-Ville, France""",48.8691426,2.070950100000000
1210,"""5 Rue Jean Mermoz, 78620 L'Étang-la-Ville, France""",48.8698726,2.0733224
1211,"""11 bis Avenue Jean de la Fontaine, 78160 Marly-le-Roi, France""",48.86934490000000,2.0877778
1212,"""4 Rue Thibault, 78160 Marly-le-Roi, France""",48.8692501,2.0902462
1213,"""15 Chemin des Vauillons, 78160 Marly-le-Roi, France""",48.8699793,2.1046218
1214,"""3 Chemin des Rougemonts, 78160 Marly-le-Roi, France""",48.8687953,2.1061197
1215,"""15 Place Ernest Dreux, 78430 Louveciennes, France""",48.8686568,2.1191196
1216,"""10 Quai Rennequin Sualem, 78380 Bougival, France""",48.87056890000000,2.125182
1217,"""8 Chemin de Halage, 78380 Bougival, France""",48.86957720000000,2.1366797
1218,"""170F Île de la Chaussée, 78380 Bougival, France""",48.8693255,2.1417027
1219,"""350 Avenue Napoléon Bonaparte, 92500 Rueil-Malmaison, France""",48.8698049,2.1546347
1220,"""La Jonchere, France""
",46.439487,-1.374689
1221,"""6 Avenue de Versailles, 92500 Rueil-Malmaison, France""",48.86862140000000,2.1710202
1222,"""1 Avenue de Versailles, 92500 Rueil-Malmaison, France""",48.8691533,2.1729645
1223,"""9 Allée du Cardinal, 92500 Rueil-Malmaison, France""",48.8698813,2.1875643
1224,"""22 Résidence les Taratres, 92500 Rueil-Malmaison, France""",48.8694875,2.1905349
1225,"""55 Rue Gallieni, 92500 Rueil-Malmaison, France""",48.86962580000000,2.2036055
1226,"""36 Rue Lakanal, 92500 Rueil-Malmaison, France""",48.8692138,2.2067691
1227,"""16 Rue Worth, 92150 Suresnes, France""",48.8692536,2.220748
1228,"""28 Rue Merlin de Thionville, 92150 Suresnes, France""",48.8695884,2.2236136
1229,"""D1, 75016 Paris, France""",48.8587015,2.2273871
1230,"""La Muette, Paris, France""
",48.8582482,2.2747904
1231,"""43 Avenue du Maréchal Fayolle, 75116 Paris, France""",48.8682785,2.2712485
1232,"""Université Paris-Dauphine, Université Paris-Dauphine, Place du Maréchal de Lattre de Tassigny, 75016 Paris, France""",48.869962,2.2734833
1233,"""3 Villa Copernic, 75016 Paris, France""",48.8695003,2.2874255
1234,"""63 Rue Lauriston, 75116 Paris, France""",48.869373,2.2901984
1235,"""64 Rue Pierre Charron, 75008 Paris, France""",48.8696721,2.3039953
1236,"""33 Av. des Champs-Élysées, 75008 Paris, France""",48.869542,2.3069918
1237,"""4 Rue d'Anjou, 75008 Paris, France""",48.8694888,2.3207414
1238,"""3 Place de la Madeleine, 75008 Paris, France""",48.8693357,2.3234217
1239,"""12 Rue du 4 septembre, 75002 Paris, France""",48.86960440000000,2.3375175
1240,"""2 Rue de la Bourse, 75002 Paris, France""",48.86948900000000,2.3401328
1241,"""14 Boulevard St Denis, 75010 Paris, France""",48.8696305,2.3540815
1242,"""1 Rue Bouchardon, 75010 Paris, France""",48.8695297,2.3567907
1243,"""54 Rue du Faubourg du Temple, 75011 Paris, France""",48.8696812,2.3705225
1244,"""165 Rue Saint-Maur, 75011 Paris, France""",48.8695992,2.3736132
1245,"""23 Rue d'Eupatoria, 75020 Paris, France""",48.8691907,2.3877754
1246,"""67 Rue de la Mare, 75020 Paris, France""",48.87242030000000,2.3896011
1247,"""21 Rue du Groupe Manouchian, 75020 Paris, France""",48.8696905,2.4042698
1248,"""14 Rue de la Justice, 75020 Paris, France""",48.8695355,2.407029
1249,"""61 Rue Malmaison, 93170 Bagnolet, France""",48.8694476,2.4206364
1250,"""12 Rue Pierre et Marie Curie, 93170 Bagnolet, France""",48.8695629,2.4239386
1251,"""14/16 Rue du Midi, 93100 Montreuil, France""",48.8694849,2.4371792
1252,"""58 Rue du Midi, 93100 Montreuil, France""",48.86941790000000,2.4396284
1253,"""62 Rue de la Ferme, 93100 Montreuil, France""",48.8691118,2.4542188
1254,"""Edouard Branly, 93100 Montreuil, France""",48.8725095,2.4617495
1255,"""Saint Exupéry, 93100 Montreuil, France""",48.8691423,2.4694612
1256,"""Allée du Maréchal-Moncey, 93110 Rosny-sous-Bois, France""",48.869931,2.472051
1257,"""12 Rue Léon Gambetta, 93110 Rosny-sous-Bois, France""",48.8697889,2.4869601
1258,"""55 Rue du Général Leclerc, 93110 Rosny-sous-Bois, France""",48.8691335,2.4907306
1259,"""3 Rue du Bel air, 93360 Neuilly-Plaisance, France""",48.87013050000000,2.504663
1260,"""Bel Air, 93360 Neuilly-Plaisance, France""",48.8696524,2.5052838
1261,"""62/66 Rue Louis Ampère, 93330 Neuilly-sur-Marne, France""",48.8692052,2.5209893
1262,"""41 Rue Louis Ampère, 93330 Neuilly-sur-Marne, France""",48.8695945,2.5233067
1263,"""10 Avenue Léon Blum, 93330 Neuilly-sur-Marne, France""",48.8693019,2.5375813
1264,"""124 Rue Hippolyte Pina, 93220 Gagny, France""",48.8699299,2.5394369
1265,"""22 Avenue Pascal, 93330 Neuilly-sur-Marne, France""",48.8700882,2.5544265
1266,"""4 Rue de la Pointe, 93220 Gagny, France""",48.8695929,2.5571242
1267,"""30 Rue de Champagne, 77500 Chelles, France""",48.8694826,2.571078
1268,"""1 Rue d'Alger, 77500 Chelles, France""",48.8693216,2.5735612
1269,"""94 Avenue du Général de Gaulle, 77500 Chelles, France""",48.8697658,2.5873815
1270,"""18 D34A, 77500 Chelles, France""",48.8701023,2.5878466
1271,"""5 Rue Eugène Freyssinet, 77500 Chelles, France""",48.86950480000000,2.6043517
1272,"""12 Rue Eugène Freyssinet, 77500 Chelles, France""",48.8697244,2.6065393
1273,"""131 Chemin du Corps de Garde, 77500 Chelles, France""",48.86959240000000,2.6217968
1274,"""69 Rue Louis Bectard, 77360 Vaires-sur-Marne, France""",48.86915950000000,2.6375381
1275,"""40 Rue Louis Bectard, 77360 Vaires-sur-Marne, France""",48.8697726,2.6402355
1276,"""Unnamed Road, 77200 Torcy, France""",48.8545563,2.6544406
1277,"""77200 Torcy, France""",48.8545563,2.6544406
1278,"""1 Rue de la Clef Saint-Pierre, 77400 Saint-Thibault-des-Vignes, France""",48.86941730000000,2.6723655
1279,"""3 Rue de la Clef Saint-Pierre, 77400 Saint-Thibault-des-Vignes, France""",48.869443,2.6734692
1280,"""Chemin de la Porte de la Tuilerie, 78860 Saint-Nom-la-Bretèche, France""",48.8536575,2.0416814
1281,"""6 Avenue Georges Bizet, 78590 Noisy-le-Roi, France""",48.8553598,2.0544418
1282,"""3 Allée Jules Massenet, 78590 Noisy-le-Roi, France""",48.854912,2.0549604
1283,"""78620 L'Étang-la-Ville, France""",48.86669,2.0594587
1284,"""78160 Marly-le-Roi, France""",48.8660884,2.0929546
1285,"""Chemin des 2 Portes, 78430 Louveciennes, France""",48.855399,2.099865
1286,"""N186, 78430 Marly-le-Roi, France""",48.8597256,2.1074392
1287,"""Chemin des Champs Louis, 78430 Louveciennes, France""",48.855332,2.1189079
1288,"""4 Chemin des Grands Prés, 78430 Louveciennes, France""",48.8554852,2.1253105
1289,"""6 Allée des Rigoles, 78170 La Celle-Saint-Cloud, France""",48.8552657,2.1369524
1290,"""2 Avenue Camille Normand, 78170 La Celle-Saint-Cloud, France""",48.855788,2.1406437
1291,"""2 Les Passereaux, 78170 La Celle-Saint-Cloud, France""",48.8546421,2.152351
1292,"""Malmaison Forest, 1 Route de Longboyau, 92500 Rueil-Malmaison, France""",,
1293,"""Route de la Côte Grise, 92500 Rueil-Malmaison, France""",48.8543779,2.171664
1294,"""5 Rue du Chemin Vert, 92500 Rueil-Malmaison, France""",48.85600610000000,2.1874977
1295,"""22 Rue du Général Colonieu, 92500 Rueil-Malmaison, France""",48.8554275,2.1904843
1296,"""Hippodrome de, 92210 Saint-Cloud, France""",48.8579663,2.2103796
1297,"""Allée de l'Entraînement, 92210 Saint-Cloud, France""",48.8600052,2.2061174
1298,"""61 Boulevard Senard, 92210 Saint-Cloud, France""",48.8559213,2.220525
1299,"""Avenue de Longchamp, 92210 Saint-Cloud, France""",48.856789,2.220165
1300,"""2 Route des Tribunes, 75016 Paris, France""",48.861596,2.2306937
1301,"""Auteuil, Paris, France""
",48.8490552,2.2663003
1302,"""33 Avenue Mozart, 75016 Paris, France""",48.85571000000000,2.2708185
1303,"""9 Rue Robert le Coin, 75016 Paris, France""",48.8555001,2.2735782
1304,"""La Muette, Paris, France""
",48.8582482,2.2747904
1305,"""101 Quai Branly, 75015 Paris, France""",48.85569,2.2902982
1306,"""101 Avenue de la Bourdonnais, 75007 Paris, France""",48.8554877,2.3039105
1307,"""56 Rue Cler, 75007 Paris, France""",48.8558062,2.3067451
1308,"""49 Rue de Bellechasse, 75007 Paris, France""",48.855587,2.3207452
1309,"""77 Rue de Grenelle, 75007 Paris, France""",48.8556634,2.3232823
1310,"""40 Rue Mazarine, 75006 Paris, France""",48.8555056,2.3374665
1311,"""13 Rue Dauphine, 75006 Paris, France""",48.8556061,2.3401636
1312,"""13 Rue des Barres, 75004 Paris, France""",48.85561330000000,2.3544587
1313,"""36 Rue François Miron, 75004 Paris, France""",48.85566070000000,2.3567709
1314,"""20 Boulevard Richard-Lenoir, 75011 Paris, France""",48.8556053,2.3708057
1315,"""43 Rue de la Roquette, 75011 Paris, France""",48.8554437,2.3740882
1316,"""6 rue Rue Emile Lepeu, 75011 Paris, France""",48.85554340000000,2.3872344
1317,"""154 Rue de Charonne, 75011 Paris, France""",48.8555276,2.3902913
1318,"""99 Rue des Haies, 75020 Paris, France""",48.8556011,2.4040003
1319,"""82 Rue des Orteaux, 75020 Paris, France""",48.8558963,2.4070409
1320,"""218bis Rue de Paris, 93100 Montreuil, France""",48.8553874,2.4204324
1321,"""165 Rue de Paris, 93100 Montreuil, France""",48.8556772,2.4234918
1322,"""31 Rue de Vincennes, 93100 Montreuil, France""",48.8553681,2.4372556
1323,"""6 Rue Colmet Lépinay, 93100 Montreuil, France""",48.85556700000000,2.4399872
1324,"""27 Villa des 4 Ruelles, 94120 Fontenay-sous-Bois, France""",48.85535120000000,2.4539116
1325,"""132 Avenue Parmentier, 94120 Fontenay-sous-Bois, France""",48.8555838,2.4571738
1326,"""43 Avenue Victor Hugo, 94120 Fontenay-sous-Bois, France""",48.8555996,2.4708114
1327,"""2 Rue Lamartine, 94120 Fontenay-sous-Bois, France""",48.8553922,2.4735335
1328,"""2 Avenue Pablo Picasso, 94120 Fontenay-sous-Bois, France""",48.855875,2.4867512
1329,"""33 Avenue du Maréchal - de - Lattre - de - Tassigny, 94120 Fontenay-sous-Bois, France""",48.8573976,2.4898694
1330,"""102 Avenue Lamartine, 94170 Le Perreux-sur-Marne, France""",48.8557226,2.50418
1331,"""60 Avenue du Président Roosevelt, 93360 Neuilly-Plaisance, France""",48.8557816,2.5065702
1332,"""8 Boulevard Aristide Briand, 93330 Neuilly-sur-Marne, France""",48.85580790000000,2.5203633
1333,"""7 Villa Marguerite, 93330 Neuilly-sur-Marne, France""",48.8555642,2.5229727
1334,"""3 Rue du Port, 93330 Neuilly-sur-Marne, France""",48.8554304,2.5382025
1335,"""41 Rue Pierre Brossolette, 93330 Neuilly-sur-Marne, France""",48.8565611,2.5397563
1336,"""Quai de la Marne, 93160 Noisy-le-Grand, France""",48.853645,2.557711
1337,"""77 Quai de la Marne, 93160 Noisy-le-Grand, France""",48.8535604,2.5573998
1338,"""4 Allée de la Rocaille, 93160 Noisy-le-Grand, France""",48.85541810000000,2.5712609
1339,"""78 Boulevard de Noisy le Grand, 93460 Gournay-sur-Marne, France""",48.8553176,2.5736995
1340,"""31 Rue des Lucioles, 77420 Champs-sur-Marne, France""",48.8561888,2.5872637
1341,"""2 Place Mattéoti, 77420 Champs-sur-Marne, France""",48.8559912,2.5899979
1342,"""Unnamed Road, 77420 Champs-sur-Marne, France""",48.84579,2.5971003
1343,"""5 Boulevard Pierre Carle, 77186 Noisiel, France""",48.856223,2.6210574
1344,"""1 Square Jacques Menier, 77186 Noisiel, France""",48.8556472,2.6240848
1345,"""11 Rue de la Fosse aux Loups, 77200 Torcy, France""",48.8552389,2.6375135
1346,"""30 Rue de la Fosse aux Loups, 77200 Torcy, France""",48.855427,2.6405082
1347,"""15 Allée Jean de la Croix, 77200 Torcy, France""",48.85593730000000,2.6538295
1348,"""6 Allée de la Frambourg, 77200 Torcy, France""",48.8556641,2.6567321
1349,"""15 Passage Michel Ange, 77400 Saint-Thibault-des-Vignes, France""",48.8556547,2.670789
1350,"""15 Allée des Frères Lumière, 77400 Saint-Thibault-des-Vignes, France""",48.855846,2.6730155
1351,"""6 Chemin du Golf, 78860 Saint-Nom-la-Bretèche, France""",48.8524951,2.0396152
1352,"""7 Place de la Forêt de Cruyé, 78590 Noisy-le-Roi, France""",48.8525395,2.0534797
1353,"""19 Avenue de la Petite Sologne, 78590 Noisy-le-Roi, France""",48.8529434,2.0573049
1354,"""78870 Bailly, France""",48.84058840000000,2.0786934
1355,"""78160 Marly-le-Roi, France""",48.8660884,2.0929546
1356,"""28 Route de Versailles, 78430 Louveciennes, France""",48.8534792,2.1073669
1357,"""jardins familiaux, Chemin des Gressets, 78430 Louveciennes, France""",48.85191530000000,2.1174924
1358,"""78380, France""",48.8627049,2.1402552
1359,"""138 Avenue Jean Moulin, 78170 La Celle-Saint-Cloud, France""",48.8520718,2.1364046
1360,"""4 Avenue Pescatore, 78170 La Celle-Saint-Cloud, France""",48.8526253,2.14243
1361,"""3 Les Piverts, 78170 La Celle-Saint-Cloud, France""",48.8530919,2.1543137
1362,"""6 Les Pluviers, 78170 La Celle-Saint-Cloud, France""",48.8517885,2.1554551
1363,"""Route Forestière de l'Étang, 92500 Rueil-Malmaison, France""",48.855244,2.165177
1364,"""Malmaison Forest, 1 Route de Longboyau, 92500 Rueil-Malmaison, France""",,
1365,"""95 Rue du 19 Janvier, 92380 Garches, France""",48.851496,2.1884175
1366,"""60 Rue du 19 Janvier, 92380 Garches, France""",48.8504842,2.1851439
1367,"""129 Rue de Buzenval, 92380 Garches, France""",48.8524485,2.202599
1368,"""1 Rue du Camp Canadien, 92210 Saint-Cloud, France""",48.8577933,2.2029015
1369,"""53 Boulevard Senard, 92210 Saint-Cloud, France""",48.8528505,2.2206451
1370,"""5-3 Avenue de l'Aqueduc, 92210 Saint-Cloud, France""",48.8527567,2.2223441
1371,"""Auteuil, Paris, France""
",48.8490552,2.2663003
1372,"""Hippodrome d, 1 Route d'Auteuil aux Lacs, 75016 Paris, France""",48.8524038,2.2547128
1373,"""1 Route d'Auteuil aux Lacs, 75016 Paris, France""",48.8524038,2.2547128
1374,"""25 Avenue Léopold II, 75016 Paris, France""",48.8526185,2.2710314
1375,"""12 Avenue du Recteur Poincaré, 75016 Paris, France""",48.8524909,2.2731425
1376,"""18 Rue Nélaton, 75015 Paris, France""",48.8529979,2.287383
1377,"""26 Boulevard de Grenelle, 75015 Paris, France""",48.8528144,2.290083
1378,"""13 Place Joffre, 75007 Paris, France""",48.8526134,2.3033938
1379,"""11 Avenue Duquesne, 75007 Paris, France""",48.8534322,2.3077916
1380,"""19 Rue Vaneau, 75007 Paris, France""",48.8532936,2.3197071
1381,"""112 Rue du Bac, 75007 Paris, France""",48.85294930000000,2.3236144
1382,"""144 Boulevard Saint-Germain, 75006 Paris, France""",48.8529365,2.3373745
1383,"""16 Rue du Jardinet, 75006 Paris, France""",48.852718,2.340319
1384,"""79 Rue Saint-Louis en l'Île, 75004 Paris, France""",48.85267230000000,2.3538465
1385,"""3 Pont Marie, 75004 Paris, France""",48.8527908,2.357178
1386,"""Bastille - Faubourg Saint-Antoine, 75012 Paris, France""",48.851802,2.3786424
1387,"""5 Rue de Charonne, 75011 Paris, France""",48.852456,2.3740324
1388,"""44 Rue Chanzy, 75011 Paris, France""",48.8528773,2.3871956
1389,"""12 Rue Alexandre Dumas, 75011 Paris, France""",48.8529743,2.3900849
1390,"""8 Rue de la Réunion, 75020 Paris, France""",48.8528684,2.4038304
1391,"""105 Rue d'Avron, 75020 Paris, France""",48.85301400000000,2.4068107
1392,"""45 Rue de la République, 93100 Montreuil, France""",48.8528656,2.4207701
1393,"""54B Rue Robespierre, 93100 Montreuil, France""",48.8528524,2.4236005
1394,"""90 Rue de la Fédération, 93100 Montreuil, France""",48.8532028,2.437509
1395,"""46 Rue Crébillon, 94300 Vincennes, France""",48.85272580000000,2.4399163
1396,"""37 Rue d'Estienne d'Orves, 94120 Fontenay-sous-Bois, France""",48.8529054,2.4541486
1397,"""73 Avenue de la République, 94120 Fontenay-sous-Bois, France""",48.8527693,2.4568981
1398,"""33 Boulevard de Verdun, 94120 Fontenay-sous-Bois, France""",48.8528649,2.4708594
1399,"""1 Rue Michelet, 94120 Fontenay-sous-Bois, France""",48.8520204,2.473108
1400,"""Val de Fontenay, 94120 Fontenay-sous-Bois, France""",48.85448540000000,2.4890095
1401,"""11 Avenue Louison Bobet, 94120 Fontenay-sous-Bois, France""",48.8523427,2.4906056
1402,"""39 Rue Pasteur, 94170 Le Perreux-sur-Marne, France""",48.8529879,2.5039755
1403,"""46 Rue de Verdun, 94170 Le Perreux-sur-Marne, France""",48.8529558,2.5066042
1404,"""7 Rue Louis Blériot, 93330 Neuilly-sur-Marne, France""",48.8529226,2.5208923
1405,"""9 Avenue Perche, 93330 Neuilly-sur-Marne, France""",48.8538255,2.5229327
1406,"""Quai des Deux Ponts, 93160 Noisy-le-Grand, France""",48.8528471,2.53053
1407,"""21 Quai de la Rive Charmante, 93160 Noisy-le-Grand, France""",48.8524943,2.5408965
1408,"""Allée de la Marne, 93160 Noisy-le-Grand, France""",48.851142,2.555399
1409,"""3 Allée de la Grotte, 93160 Noisy-le-Grand, France""",48.8523668,2.5560725
1410,"""12 Allée du Val Fleuri, 93160 Noisy-le-Grand, France""",48.8534154,2.5712101
1411,"""100 Route de Gournay, 93160 Noisy-le-Grand, France""",48.8529819,2.5737649
1412,"""7 Allée de Giseh, 77420 Champs-sur-Marne, France""",48.852808,2.5867318
1413,"""3 Rue des Marguerites, 77420 Champs-sur-Marne, France""",48.8521861,2.5907564
1414,"""29 Rue de Paris, 77420 Champs-sur-Marne, France""",48.8523967,2.6035967
1415,"""42 Rue de Paris, 77420 Champs-sur-Marne, France""",48.8522926,2.6070101
1416,"""63 Avenue Louis Pasteur, 77186 Noisiel, France""",48.8526624,2.6215225
1417,"""11 Place Jules Verne, 77186 Noisiel, France""",48.8527035,2.6227456
1418,"""10 Rue du Perrier, 77200 Torcy, France""",48.85296,2.6379154
1419,"""1 Rue du Perrier, 77200 Torcy, France""",48.8522942,2.6400863
1420,"""35B Rue Vignette, 77200 Torcy, France""",48.8527482,2.6542384
1421,"""7 Allée du Grand Breuil, 77200 Torcy, France""",48.8529117,2.6569026
1422,"""52 Rue du Clos de l'Érable, 77400 Saint-Thibault-des-Vignes, France""",48.8527832,2.670784
1423,"""37 Rue du Clos de l'Érable, 77400 Saint-Thibault-des-Vignes, France""",48.8527684,2.6731257
1424,"""78590 Rennemoulin, France""",48.834453,2.042745
1425,"""24 Rue de Rennemoulin, 78590 Noisy-le-Roi, France""",48.8412588,2.0513271
1426,"""Chemin Parallèle, 78590 Noisy-le-Roi, France""",48.8403763,2.0588745
1427,"""2 Rue Jean Racine, 78590 Noisy-le-Roi, France""",48.8388071,2.0700094
1428,"""13 Rue du Cèdre, 78870 Bailly, France""",48.8392535,2.0734654
1429,"""6 D307B3, 78870 Bailly, France""",48.8386444,2.0869679
1430,"""78870 Bailly, France""",48.84058840000000,2.0786934
1431,"""Chemin de Bailly À Rocquencourt, 78870 Rocquencourt, France""",48.83854400000000,2.099451
1432,"""12 Rue de la Sabretache, 78150 Rocquencourt, France""",48.8379458,2.1073366
1433,"""17 Domaine du Petit Beauregard, 78170 La Celle-Saint-Cloud, France""",48.8380014,2.1214885
1434,"""2 Allée du Pré Bijou, 78170 La Celle-Saint-Cloud, France""",48.8396182,2.1235888
1435,"""48bis Avenue des Gressets, 78170 La Celle-Saint-Cloud, France""",48.8389491,2.1378598
1436,"""30 Allée de la Forêt, 78170 La Celle-Saint-Cloud, France""",48.8383628,2.1396527
1437,"""18 Av. Jean Salmon-Legagneur, 92420 Vaucresson, France""",48.8388648,2.1545166
1438,"""27 Grande Rue, 92420 Vaucresson, France""",48.8390443,2.1566297
1439,"""104 Boulevard Raymond Poincaré, 92380 Garches, France""",48.8385988,2.1706744
1440,"""102 Boulevard Raymond Poincaré, 92380 Garches, France""",48.83886100000000,2.1725502
1441,"""156 Boulevard du Général de Gaulle, 92380 Garches, France""",48.8390084,2.1873547
1442,"""118 Boulevard du Général de Gaulle, 92380 Garches, France""",48.8397173,2.1899809
1443,"""D985, 92210 Saint-Cloud, France""",48.8437056,2.2069017
1444,"""A13, 92210 Saint-Cloud, France""",48.8398427,2.2081915
1445,"""D7, 92210 Saint-Cloud, France""",48.84420920000000,2.223434
1446,"""50 Quai Alphonse le Gallo, 92100 Boulogne-Billancourt, France""",48.8392548,2.2243103
1447,"""100 Rue d'Aguesseau, 92100 Boulogne-Billancourt, France""",48.8389017,2.2374139
1448,"""13 Rue de la Saussière, 92100 Boulogne-Billancourt, France""",48.8389774,2.2401016
1449,"""2 Avenue de la Porte de Saint-Cloud, 75016 Paris, France""",48.8389397,2.2537445
1450,"""109 Boulevards des Maréchaux, 75016 Paris, France""",48.8388479,2.2570043
1451,"""3 Boulevard du Général Martial Valin, 75015 Paris, France""",48.8388602,2.2707019
1452,"""20 Rue Leblanc, 75015 Paris, France""",48.8387325,2.2741008
1453,"""40 Rue Duranton, 75015 Paris, France""",48.8390952,2.2876404
1454,"""262 Rue Lecourbe, 75015 Paris, France""",48.8390447,2.2902904
1455,"""26 Rue Sainte-Félicite, 75015 Paris, France""",48.8389692,2.3040165
1456,"""15 Rue de la Procession, 75015 Paris, France""",48.838898,2.30668
1457,"""11 Rue du Commandant René Mouchotte, 75014 Paris, France""",48.83908600000000,2.3208637
1458,"""33 Rue de la Gaité, 75014 Paris, France""",48.8392598,2.323342
1459,"""Observatoire - Port Royal, 75014 Paris, France""",48.8392205,2.3368337
1460,"""82 Boulevard de Port-Royal, 75005 Paris, France""",48.8390304,2.340254
1461,"""17 Rue du Fer À Moulin, 75005 Paris, France""",48.8390844,2.3543295
1462,"""6 Rue Geoffroy-Saint-Hilaire, 75005 Paris, France""",48.8389544,2.3569964
1463,"""1 Rue Paul Klee, 75013 Paris, France""",48.83881180000000,2.3711233
1464,"""2 Quai d'Austerlitz, 75013 Paris, France""",48.83839,2.373111
1465,"""Dugommier, 75012 Paris, France""",48.8399171,2.3915009
1466,"""6 Boulevard de Reuilly, 75012 Paris, France""",48.8387781,2.390081
1467,"""103 Avenue du Général Michel Bizot, 75012 Paris, France""",48.839157,2.4039871
1468,"""24 Rue Rottembourg, 75012 Paris, France""",48.8384787,2.4071687
1469,"""74 Chaussée de l'Étang, 94160 Saint-Mandé, France""",48.83896320000000,2.4209087
1470,"""1 Route Lemoine, 75012 Paris, France""",48.8396835,2.4226528
1471,"""Route de la Pyramide, 75012 Paris, France""",,
1472,"""Unnamed Road, 75012 Paris, France""",48.8293647,2.4265406
1473,"""Route des Dames, 75012 Paris, France""",48.8393889,2.4536915
1474,"""Route Circulaire, 75012 Paris, France""",48.83815480000000,2.4605493
1475,"""38 Boulevard Gambetta, 94130 Nogent-sur-Marne, France""",48.838871,2.4713731
1476,"""36 Rue de Fontenay, 94130 Nogent-sur-Marne, France""",48.8389815,2.4732798
1477,"""9 Impasse Cabit, 94130 Nogent-sur-Marne, France""",48.8392039,2.4869288
1478,"""82 Rue des Héros Nogentais, 94130 Nogent-sur-Marne, France""",48.8390494,2.4898667
1479,"""5 Bis Impasse des Acacias, 94170 Le Perreux-sur-Marne, France""",48.8388326,2.5041535
1480,"""40 Rue des Arts, 94170 Le Perreux-sur-Marne, France""",48.8391939,2.5071398
1481,"""7 Rue du Sergent Hoff, 94360 Bry-sur-Marne, France""",48.8389601,2.5210053
1482,"""2 Rue Henri Cahn, 94360 Bry-sur-Marne, France""",48.8390288,2.5237073
1483,"""10 Rue Léon Menu, 94360 Bry-sur-Marne, France""",48.8426656,2.532729
1484,"""2 Boulevard Georges Méliès, 94360 Bry-sur-Marne, France""",48.8392503,2.5399638
1485,"""7 Mail Victor Jara, 93160 Noisy-le-Grand, France""",48.8389618,2.5538479
1486,"""5 Allée Elsa Triolet, 93160 Noisy-le-Grand, France""",48.8389473,2.5568365
1487,"""59 Rue de la Forêt, 93160 Noisy-le-Grand, France""",48.8388143,2.5705049
1488,"""1 Allée Charles Perrault, 93160 Noisy-le-Grand, France""",48.8389927,2.5735038
1489,"""Bâtiment Copernic, 5 Boulevard Descartes, 77420 Champs-sur-Marne, France""",48.839249,2.5871491
1490,"""Bâtiment Clément Ader, 77420 Champs-sur-Marne, France""",48.8384406,2.5907587
1491,"""10 Allée Henri Matisse, 77420 Champs-sur-Marne, France""",48.8392772,2.6043414
1492,"""6 Allée Marc Chagall, 77420 Champs-sur-Marne, France""",48.8387313,2.6064039
1493,"""5 Rue du Bois de la Grange, 77185 Lognes, France""",48.8387194,2.6205332
1494,"""5 Hameau de l'Aubépine, 77185 Lognes, France""",48.8389594,2.6237466
1495,"""4 Villa Garnier, 77185 Lognes, France""",48.8387566,2.637777100000000
1496,"""10 BIS Mail le Corbusier, 77185 Lognes, France""",48.8392582,2.6392851
1497,"""9 Rue Pierre Mendès France, 77200 Torcy, France""",48.8387517,2.6543087
1498,"""3 Avenue Jean Moulin, 77200 Torcy, France""",48.8387333,2.6575307
1499,"""10 Impasse du Village, 77090 Collégien, France""",48.8386636,2.6707807
1500,"""5 Allée du Parc, 77090 Collégien, France""",48.83925200000000,2.6739568
1501,"""17 Chemin de Chaponval, 78590 Rennemoulin, France""",48.8356906,2.0425377
1502,"""27 Rue de Rennemoulin, 78590 Noisy-le-Roi, France""",48.8407851,2.0541962
1503,"""78590 Noisy-le-Roi, France""",48.843815,2.064579
1504,"""23 Clos du Moustier, 78870 Bailly, France""",48.83626870000000,2.0707076
1505,"""10 Route de Fontenay, 78870 Bailly, France""",48.836398,2.0735543
1506,"""18 Route de Saint-Cyr, 78870 Bailly, France""",48.835882,2.0834896
1507,"""64 D307, 78870 Bailly, France""",48.8372175,2.0922447
1508,"""D307, 78150 Rocquencourt, France""",48.8362563,2.1174352
1509,"""15 Résidence la Bergerie, 78150 Rocquencourt, France""",48.8369562,2.1066301
1510,"""113 Route de Mantes, 78150 Le Chesnay, France""",48.8359049,2.1206316
1511,"""4 Domaine du Petit Beauregard, 78170 La Celle-Saint-Cloud, France""",48.8359331,2.1225024
1512,"""20 Avenue de Verdun, 78170 La Celle-Saint-Cloud, France""",48.8360858,2.1374115
1513,"""4 Avenue de Verdun, 78170 La Celle-Saint-Cloud, France""",48.8363548,2.1399387
1514,"""8 Rue Allouard, 92420 Vaucresson, France""",48.83646360000000,2.1541987
1515,"""18 Avenue Etienne de Montgolfier, 92430 Marnes-la-Coquette, France""",48.8355834,2.1571054
1516,"""9 Rue Yves Cariou, 92430 Marnes-la-Coquette, France""",48.8368098,2.1694576
1517,"""A13, 92430 Marnes-la-Coquette, France""",48.834466,2.1704686
1518,"""92210 Saint-Cloud, France""",48.84764700000000,2.208115
1519,"""Grande Allée de Marnes, 92210 Saint-Cloud, France""",48.8364447,2.1970873
1520,"""Parc de Saint-Cloud, Avenue de la Grille d'Honneur, 92210 Saint-Cloud, France""",48.8377327,2.2167187
1521,"""92210 Saint-Cloud, France""",48.84764700000000,2.208115
