CAR_ID,MODEL,PRICE,DISTANCE,SCRAPED_DATE,STARTING_DATE,CAR_DETAIL
564425,Fiat Panda,61€,"7,15km",2020-06-05 17:40:28.092822,2020-06-06,/cars/564425/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
564604,Peugeot 208 FK730PR,112€,"7,36km",2020-06-05 17:40:28.092822,2020-06-06,/cars/564604/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
322838,Renault Captur 1.5 dCi  CZ134VF,133€,"7,36km",2020-06-05 17:40:37.071201,2020-06-06,/cars/322838/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
361677,Renault Clio 4 - neuve 2017 - Bluetooth-Clim-GPS,111€,"7,36km",2020-06-05 17:40:37.071201,2020-06-06,/cars/361677/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
605491,Renault Clio FF555SH,112€,"7,36km",2020-06-05 17:40:37.071201,2020-06-06,/cars/605491/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
436498,Peugeot 208 Voie 1 TGV -208 Phase 2 5 Portes 1.2 VTi GPS régulateur Apple & Android Car,76€,"7,36km",2020-06-05 17:40:37.071201,2020-06-06,/cars/436498/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
323195,Renault Mégane 1.5 dCi  GPS CX736HA,131€,"7,36km",2020-06-05 17:40:37.071201,2020-06-06,/cars/323195/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
680347,Citroen C3 MONTPARNASSE,112€,"7,36km",2020-06-05 17:40:37.071201,2020-06-06,/cars/680347/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
687556,Peugeot 208  921 - MONTPARNASSE,112€,"7,36km",2020-06-05 17:40:37.071201,2020-06-06,/cars/687556/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
569414,Renault Clio IV 90 CV GBF 633,49€,"7,36km",2020-06-05 17:40:37.071201,2020-06-06,/cars/569414/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
395260,Peugeot 208 1.6 HDI EC-410-QY,48€,"7,38km",2020-06-05 17:40:37.071201,2020-06-06,/cars/395260/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
607366,Renault Captur 90 CV GC 192,50€,"7,38km",2020-06-05 17:40:37.071201,2020-06-06,/cars/607366/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
455507,Peugeot 208 1.2 82 CV GF 416,49€,"7,38km",2020-06-05 17:40:37.071201,2020-06-06,/cars/455507/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
431049,Renault Twingo III 1.0 70 CV Noir,38€,"7,38km",2020-06-05 17:40:37.071201,2020-06-06,/cars/431049/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
407405,Peugeot 108 1.0 68 CV Violet,38€,"7,38km",2020-06-05 17:40:37.071201,2020-06-06,/cars/407405/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
407404,Peugeot 108 1.0 68 CV 5 portes Rouge,38€,"7,38km",2020-06-05 17:40:37.086798,2020-06-06,/cars/407404/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
627466,Peugeot 508 SW,52€,"6,83km",2020-06-05 17:40:37.086798,2020-06-06,/cars/627466/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
585181,Fiat 500 LOUNGE SURCLASSÉ,101€,"7,49km",2020-06-05 17:40:37.086798,2020-06-06,/cars/585181/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
416536,Renault Twingo,38€,"7,5km",2020-06-05 17:40:37.086798,2020-06-06,/cars/416536/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
312054,Renault Clio Auto-École,121€,"6,62km",2020-06-05 17:40:37.086798,2020-06-06,/cars/312054/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
631151,Renault Twingo,31€,"7,48km",2020-06-05 17:40:37.086798,2020-06-06,/cars/631151/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
670554,Renault Clio INTENS NOIR 2018,101€,"7,49km",2020-06-05 17:40:37.086798,2020-06-06,/cars/670554/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
390680,"Peugeot 208 Boite Auto (Clim, Régulateur, ...) #bl",136€,"7,62km",2020-06-05 17:40:43.589474,2020-06-06,/cars/390680/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
474304,Renault Twingo Métro 12 mairie d'issy,61€,"7,64km",2020-06-05 17:40:43.589474,2020-06-06,/cars/474304/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
415550,Fiat 500,64€,"7,66km",2020-06-05 17:40:43.589474,2020-06-06,/cars/415550/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
484033,Smart Fortwo Coupé Jussieu /Sorbonne/ Pantheon / gps / toit panoramique,56€,"7,71km",2020-06-05 17:40:43.589474,2020-06-06,/cars/484033/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
463749,Citroen C3 82ch Essence,67€,"7,73km",2020-06-05 17:40:43.589474,2020-06-06,/cars/463749/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
425248,Smart Forfour 90CH,59€,"7,66km",2020-06-05 17:40:43.589474,2020-06-06,/cars/425248/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
436295,Alfa-Romeo Mito Elégante,103€,"7,75km",2020-06-05 17:40:43.589474,2020-06-06,/cars/436295/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
435905,Citroen C3 Toit panoramique,96€,"7,75km",2020-06-05 17:40:43.605078,2020-06-06,/cars/435905/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
435313,Citroen C1 1.0 VTI LIVE - PROCHE PÉRIPHÉRIQUE,91€,"7,76km",2020-06-05 17:40:43.605078,2020-06-06,/cars/435313/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
674337,Renault Clio EY605PL,111€,"7,77km",2020-06-05 17:40:43.605078,2020-06-06,/cars/674337/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
628759,Smart Fortwo Coupé Boite auto,45€,"7,85km",2020-06-05 17:40:43.605078,2020-06-06,/cars/628759/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
490723,Renault Clio EH308CW,101€,"7,88km",2020-06-05 17:40:43.605078,2020-06-06,/cars/490723/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
617395,Opel Corsa NOIR CONNECTÉ - 1.4 90CH,101€,"7,89km",2020-06-05 17:40:43.605078,2020-06-06,/cars/617395/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
280183,"Smart Fortwo Coupé Passion Softouch (Clim, Cuir, Boite Auto,...) #ah",57€,"7,91km",2020-06-05 17:40:43.605078,2020-06-06,/cars/280183/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
515554,Renault Clio EJ945RF,101€,"7,99km",2020-06-05 17:40:43.605078,2020-06-06,/cars/515554/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
550026,Renault Twingo EH545VJ,90€,"7,99km",2020-06-05 17:40:43.605078,2020-06-06,/cars/550026/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
467056,Smart Fortwo Coupé / 522 / Boite Automatique,58€,"7,99km",2020-06-05 17:40:43.605078,2020-06-06,/cars/467056/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
265063,Suzuki Splash 1.2 86cv,71€,"8,02km",2020-06-05 17:40:43.620723,2020-06-06,/cars/265063/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
645360,Renault Clio Société 1.5 DCI 90 CH,49€,"8,03km",2020-06-05 17:40:43.620723,2020-06-06,/cars/645360/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
575702,Smart Forfour,55€,"8,03km",2020-06-05 17:40:43.620723,2020-06-06,/cars/575702/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
698002,Renault Clio,111€,"7,37km",2020-06-05 17:40:50.079435,2020-06-06,/cars/698002/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
369716,Renault Modus 1.2L,59€,"7,95km",2020-06-05 17:40:50.079435,2020-06-06,/cars/369716/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
470792,Citroen C1 Métro ligne 12,62€,"8,16km",2020-06-05 17:40:50.079435,2020-06-06,/cars/470792/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
510513,Smart Fortwo Coupé,56€,"8,17km",2020-06-05 17:40:50.079435,2020-06-06,/cars/510513/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
548427,Smart Fortwo Coupé / 693 / Boite Automatique,58€,"7,99km",2020-06-05 17:40:50.079435,2020-06-06,/cars/548427/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
630094,Renault Twingo 2018 - LIMITED EDITION,91€,"8,19km",2020-06-05 17:40:50.079435,2020-06-06,/cars/630094/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
482696,Renault Twingo Issy hyper centre,61€,"8,21km",2020-06-05 17:40:50.079435,2020-06-06,/cars/482696/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
415643,Peugeot 308 PHASE 2012,44€,"7,38km",2020-06-05 17:40:50.079435,2020-06-06,/cars/415643/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
367916,"Opel Corsa (950) Edition 90CH Radio, Clim, Bluetooth",61€,"8,31km",2020-06-05 17:40:50.079435,2020-06-06,/cars/367916/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
410497,"Peugeot 208 (135) Signature Puretech 82CH Radio, Clim, Bluetooth, Carplay",65€,"8,31km",2020-06-05 17:40:50.095061,2020-06-06,/cars/410497/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
629093,Renault Clio IV TCE 90,62€,"8,36km",2020-06-05 17:40:50.095061,2020-06-06,/cars/629093/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
629102,Renault Clio IV TCE 90,62€,"8,36km",2020-06-05 17:40:50.095061,2020-06-06,/cars/629102/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
447552,Renault Grand Modus 1.2L 75 .COM EURO5,59€,"8,37km",2020-06-05 17:40:50.095061,2020-06-06,/cars/447552/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
279963,Renault Clio III,37€,"8,44km",2020-06-05 17:40:50.095061,2020-06-06,/cars/279963/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
678431,Smart Fortwo Coupé,43€,"8,49km",2020-06-05 17:40:50.095061,2020-06-06,/cars/678431/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
339913,Renault Twingo III 257 - Clim + Bluetooth + Place de parking réservée à Oberkampf,92€,"8,5km",2020-06-05 17:40:50.095061,2020-06-06,/cars/339913/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
579555,Fiat Punto,58€,"8,68km",2020-06-05 17:40:50.095061,2020-06-06,/cars/579555/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
470305,Renault Twingo EG477SV,101€,"8,79km",2020-06-05 17:40:50.095061,2020-06-06,/cars/470305/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
410572,Peugeot 108 ACTIVE 1.0 - PROCHE PÉRIPHÉRIQUE,80€,"8,81km",2020-06-05 17:40:50.095061,2020-06-06,/cars/410572/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
295988,"Dacia Sandero Stepway Prestige dCi 90 (Clim, Bluetooth, Radar recul, ...) #as",117€,"8,86km",2020-06-05 17:40:50.095061,2020-06-06,/cars/295988/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
359984,"Peugeot 2008 (Clim, GPS, Régulateur, Bluetooth, Radar et caméra recul,...)  #bf",112€,"8,88km",2020-06-05 17:40:56.329024,2020-06-06,/cars/359984/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
570408,Renault Clio V ZEN TCE 100CH,65€,"8,91km",2020-06-05 17:40:56.329024,2020-06-06,/cars/570408/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
631063,Peugeot 208 LIKE - FAIBLE KILOMÉTRAGE,96€,"8,93km",2020-06-05 17:40:56.329024,2020-06-06,/cars/631063/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
627546,Opel Corsa 1.4 90 CV Noir 526,42€,"8,97km",2020-06-05 17:40:56.329024,2020-06-06,/cars/627546/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
379872,Renault Twingo Limited - Clim - Radio - Radar de Recul • Paris 19,67€,"8,99km",2020-06-05 17:40:56.329024,2020-06-06,/cars/379872/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
379875,Renault Twingo Limited - Clim - Radio - Radar de Recul • Paris 19,67€,"8,99km",2020-06-05 17:40:56.329024,2020-06-06,/cars/379875/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
379870,Renault Twingo Limited - Clim - Radio - Radar de Recul • Paris 19,61€,"8,99km",2020-06-05 17:40:56.329024,2020-06-06,/cars/379870/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
472911,"Fiat 500 Boîte Auto (Limiteur, prise USB, entrée Audio, ecran LCD, ...) #bq",123€,"9,03km",2020-06-05 17:40:56.329024,2020-06-06,/cars/472911/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
